Source Node    	Target Node    	Interaction Source	Interaction Type
STXBP1	Z70769	Bayes	Directed
PRDX6	SLC16A9	Bayes	Directed
PRDX6	IL17RD	Bayes	Directed
PRDX6	BCAR3	Bayes	Directed
PRDX6	STK33	Bayes	Directed
PPM1K	ZNF429	Bayes	Directed
KIAA1430	hCT1970569	Bayes	Directed
EPHA4	AK096481	Bayes	Directed
Contig41578_RC	PWWP2A	Bayes	Directed
Contig41578_RC	AK023687	Bayes	Directed
TRIM56	BGN	Bayes	Directed
TRIM56	CAMK4	Bayes	Directed
TRIM56	Contig52684	Bayes	Directed
TRIM56	GDPD3	Bayes	Directed
TRIM56	hCT2257040	Bayes	Directed
TRIM56	Contig36122_RC	Bayes	Directed
TRIM56	PPP2R1B	Bayes	Directed
TRIM56	hCT11539.3	Bayes	Directed
HSPA1B	DNAJB1	Bayes	Directed
KIAA1622	Contig30032_RC	Bayes	Directed
ELK4	RGS22	Bayes	Directed
ELK4	HSS00257518	Bayes	Directed
RFX3	BTC	Bayes	Directed
AJ227904	HSS00226243	Bayes	Directed
C18orf1	PIK3C2B	Bayes	Directed
ENST00000296448	XM_173704	Bayes	Directed
ENST00000296448	399959	Bayes	Directed
ENST00000296448	SNCG	Bayes	Directed
ENST00000296448	hCT1782866.2	Bayes	Directed
MMP19	XM_212206	Bayes	Directed
ENST00000295853	MRS2	Bayes	Directed
ENST00000295853	440577	Bayes	Directed
ENST00000295853	TNFRSF8	Bayes	Directed
CD22	PKD1L2	Bayes	Directed
CD22	283516	Bayes	Directed
CD22	HSD17B7	Bayes	Directed
AL162042	HSG00509073	Bayes	Directed
Contig35866_RC	84848	Bayes	Directed
Contig35866_RC	ANKRD58	Bayes	Directed
C14orf147	SOCS6	Bayes	Directed
ACOX1	Contig27741_RC	Bayes	Directed
ACOX1	MGST1	Bayes	Directed
VPS4B	730167	Bayes	Directed
GOLGA7	PDE11A	Bayes	Directed
GOLGA7	SFRP1	Bayes	Directed
ARL5B	84245	Bayes	Directed
ARL5B	HSP90B1	Bayes	Directed
MCM5	BCL2L12	Bayes	Directed
MCM5	PLCB1	Bayes	Directed
MCM5	REEP4	Bayes	Directed
MCM5	MCM3	Bayes	Directed
642846	DDX11	Bayes	Directed
399947	KCNC2	Bayes	Directed
399947	AL122093	Bayes	Directed
399947	PAK7	Bayes	Directed
399947	FAM19A2	Bayes	Directed
399947	DPY19L2P3	Bayes	Directed
Contig35138_RC	729178	Bayes	Directed
SLC22A13	BC014174	Bayes	Directed
SLC22A13	SPATA21	Bayes	Directed
SLC22A13	hCT1645818.3	Bayes	Directed
SLC22A13	BC038569	Bayes	Directed
NMI	PLSCR1	Bayes	Directed
AK057093	27307	Bayes	Directed
AK000023	HSG00275003	Bayes	Directed
HSS00001399	51152	Bayes	Directed
HSS00001399	ANKRD18A	Bayes	Directed
HSS00001399	ANKRD19	Bayes	Directed
hCT2325761	hCT2289034	Bayes	Directed
hCT2325761	hCT2319496	Bayes	Directed
hCT2325761	LITAF	Bayes	Directed
hCT2325761	PTMA	Bayes	Directed
hCT2325761	441454	Bayes	Directed
EPM2AIP1	CDC14B	Bayes	Directed
EPM2AIP1	RIOK3	Bayes	Directed
CDKN3	FMO3	Bayes	Directed
CDKN3	IGF2BP3	Bayes	Directed
KIF3C	NT5DC3	Bayes	Directed
KIF3C	C20orf112	Bayes	Directed
C1orf97	AK092032	Bayes	Directed
RSE_00000600673	RPS3A	Bayes	Directed
RSE_00000600673	XM_210698	Bayes	Directed
RSE_00000600673	hCT1643073.3	Bayes	Directed
BC029472	AK057907	Bayes	Directed
BC029472	Contig23913_RC	Bayes	Directed
SNURF	PLEKHB2	Bayes	Directed
SNURF	ENST00000250621	Bayes	Directed
hCT1645074.2	23379	Bayes	Directed
hCT1645074.2	ENST00000274544	Bayes	Directed
3-Mar	KCNK4	Bayes	Directed
3-Mar	153277	Bayes	Directed
3-Mar	Contig37690_RC	Bayes	Directed
DLGAP2	Contig20603_RC	Bayes	Directed
NDUFA4	hCT24071.2	Bayes	Directed
NDUFA4	HOPX	Bayes	Directed
NDUFA4	DPT	Bayes	Directed
ST7	646999	Bayes	Directed
ST7	CCT6B	Bayes	Directed
ST7	TIGD7	Bayes	Directed
ST7	387849	Bayes	Directed
SH3BP4	M6PRBP1	Bayes	Directed
SH3BP4	NCAPD2	Bayes	Directed
HSS00009111	BC039395	Bayes	Directed
440589	HSG00457274	Bayes	Directed
282706	AK093510	Bayes	Directed
282706	HSG00313003	Bayes	Directed
REEP3	MLF1IP	Bayes	Directed
Contig29672_RC	COPG2	Bayes	Directed
OPRL1	KCNH4	Bayes	Directed
ENST00000295906	hCT1815503.1	Bayes	Directed
ENST00000295906	RSE_00000581377	Bayes	Directed
AF086121	HOXD11	Bayes	Directed
ATP6V0E1	PECI	Bayes	Directed
ATP6V0E1	CXorf39	Bayes	Directed
ATP6V0E1	MPPED1	Bayes	Directed
ATP6V0E1	BCCIP	Bayes	Directed
ATP6V0E1	USP3	Bayes	Directed
ATP6V0E1	OGFRL1	Bayes	Directed
NOTCH2	TMEM39A	Bayes	Directed
PARP14	IFI35	Bayes	Directed
PARP14	EPSTI1	Bayes	Directed
PARP14	GBP1	Bayes	Directed
PARP14	DDX60	Bayes	Directed
PGM2	SKIL	Bayes	Directed
PGM2	ABCC4	Bayes	Directed
PCNA	hCT1643619.3	Bayes	Directed
PCNA	CXCL5	Bayes	Directed
PCNA	PNPT1	Bayes	Directed
hCT29355.3	VIM	Bayes	Directed
hCT29355.3	MXRA8	Bayes	Directed
hCT29355.3	ID3	Bayes	Directed
HSS00094685	ZMYM5	Bayes	Directed
LOXL2	DEPDC1B	Bayes	Directed
LOXL2	PLK1	Bayes	Directed
hCT1642536.2	SFTPH	Bayes	Directed
hCT1642536.2	C1RL	Bayes	Directed
STEAP4	158376	Bayes	Directed
STEAP4	HSG00359720	Bayes	Directed
TYROBP	PTPRC	Bayes	Directed
TYROBP	BTK	Bayes	Directed
TYROBP	IL10RA	Bayes	Directed
TYROBP	ITGAM	Bayes	Directed
TYROBP	HMHA1	Bayes	Directed
AK094875	PDE6B	Bayes	Directed
FYB	PLEK	Bayes	Directed
FYB	FLI1	Bayes	Directed
FYB	CXorf21	Bayes	Directed
79099	ENST00000278205	Bayes	Directed
TRPM8	SLITRK6	Bayes	Directed
SELPLG	LTC4S	Bayes	Directed
HSS00001365	HSG00459751	Bayes	Directed
IFITM3	ENST00000293571	Bayes	Directed
IFITM3	IFITM2	Bayes	Directed
IFITM3	26471	Bayes	Directed
C6orf105	DPP4	Bayes	Directed
MEGF10	Contig35257_RC	Bayes	Directed
MEGF10	AK023302	Bayes	Directed
MEGF10	ITGB8	Bayes	Directed
MEGF10	RFTN2	Bayes	Directed
MEGF10	CYP2J2	Bayes	Directed
MEGF10	GPM6B	Bayes	Directed
AK000957	Contig30032_RC	Bayes	Directed
AK000957	CTXN3	Bayes	Directed
AK000957	KITLG	Bayes	Directed
AP1S2	DYRK2	Bayes	Directed
AP1S2	HAPLN1	Bayes	Directed
AURKB	C14orf115	Bayes	Directed
AURKB	C15orf42	Bayes	Directed
AURKB	E2F7	Bayes	Directed
AL109716	KCNJ16	Bayes	Directed
AL109716	RXRG	Bayes	Directed
AL109716	HSS00082598	Bayes	Directed
CDH5	CDH5	Bayes	Directed
B4GALT1	BAZ2A	Bayes	Directed
B4GALT1	RAB20	Bayes	Directed
B4GALT1	SERINC2	Bayes	Directed
B4GALT1	AK094031	Bayes	Directed
NCL	hCT1971041.1	Bayes	Directed
IGHG2	AK026778	Bayes	Directed
IGHG2	hCT2300375	Bayes	Directed
ABCD2	SPARCL1	Bayes	Directed
HSG00425004	PCDHB4	Bayes	Directed
HSG00425004	RPS6KA5	Bayes	Directed
Contig53281_RC	NEBL	Bayes	Directed
Contig53281_RC	ACCS	Bayes	Directed
Contig53281_RC	Contig51068_RC	Bayes	Directed
KLHL34	SPESP1	Bayes	Directed
HSS00253195	AK097922	Bayes	Directed
HSS00253195	HSS00181490	Bayes	Directed
HSS00253195	GIPR	Bayes	Directed
HSS00253195	SVOPL	Bayes	Directed
HSS00253195	HSS00092362	Bayes	Directed
HSS00253195	HSS00102117	Bayes	Directed
HSS00253195	204474	Bayes	Directed
CSNK1A1	MBNL2	Bayes	Directed
CSNK1A1	RFX3	Bayes	Directed
CSNK1A1	ERBB4	Bayes	Directed
CSNK1A1	HIPK3	Bayes	Directed
AF086551	HSS00221635	Bayes	Directed
AF086551	12-Sep	Bayes	Directed
AF086551	ZSWIM7	Bayes	Directed
DMBT1	NKAIN1	Bayes	Directed
DMBT1	GREM1	Bayes	Directed
FBXW7	HTR2A	Bayes	Directed
FBXW7	AK091686	Bayes	Directed
FBXW7	C3orf57	Bayes	Directed
FBXW7	PCDH11Y	Bayes	Directed
IRF7	SERPINH1	Bayes	Directed
CLMN	TCL1B	Bayes	Directed
CLMN	ADA	Bayes	Directed
CLMN	CRYAB	Bayes	Directed
CLMN	FZD5	Bayes	Directed
CLMN	ANKRD13A	Bayes	Directed
CLMN	ARHGEF10	Bayes	Directed
CLMN	PHF19	Bayes	Directed
ARMCX5	CCNH	Bayes	Directed
ARMCX5	PDK1	Bayes	Directed
LIG4	RAPGEF4	Bayes	Directed
LIG4	MEX3B	Bayes	Directed
ANK2	UNC13C	Bayes	Directed
ANK2	400642	Bayes	Directed
HSS00085903	hCT1965525.1	Bayes	Directed
GSTM3	HSG00507425	Bayes	Directed
C13orf16	AK024924	Bayes	Directed
BC040662	SLC17A6	Bayes	Directed
PTPRZ1	HSS00011372	Bayes	Directed
PTPRZ1	ELP4	Bayes	Directed
PLEKHF1	LMNA	Bayes	Directed
PLEKHF1	134466	Bayes	Directed
PLEKHF1	AK056995	Bayes	Directed
PLEKHF1	TOB2	Bayes	Directed
KRT19	MFAP2	Bayes	Directed
KRT19	AMICA1	Bayes	Directed
KRT19	KRT19P2	Bayes	Directed
HTR5A	hCT1957695.1	Bayes	Directed
HTR5A	PPHLN1	Bayes	Directed
SHE	AK056136	Bayes	Directed
HSS00126613	HSS00213762	Bayes	Directed
NEDD1	C1orf27	Bayes	Directed
NEDD1	MAP4K5	Bayes	Directed
NEDD1	C11orf54	Bayes	Directed
NEDD1	DACH1	Bayes	Directed
NEDD1	NUP107	Bayes	Directed
NEDD1	ANKRD57	Bayes	Directed
ODZ2	285556	Bayes	Directed
ODZ2	PPL	Bayes	Directed
ODZ2	LMO4	Bayes	Directed
AK055324	MYO9B	Bayes	Directed
AK055324	AL713724	Bayes	Directed
CCDC88B	HSS00245321	Bayes	Directed
GPR128	645733	Bayes	Directed
Contig42274_RC	BC015129	Bayes	Directed
IKZF2	TRIB3	Bayes	Directed
IKZF2	ARRDC3	Bayes	Directed
HVCN1	SRGAP1	Bayes	Directed
HVCN1	Contig10575_RC	Bayes	Directed
FRMD4B	PLD1	Bayes	Directed
FRMD4B	LIPA	Bayes	Directed
10777	Contig47405_RC	Bayes	Directed
10777	C8orf78	Bayes	Directed
10777	OCA2	Bayes	Directed
10777	FHL2	Bayes	Directed
10777	134111	Bayes	Directed
hCT16112.2	PPP1R14B	Bayes	Directed
hCT16112.2	RAB13	Bayes	Directed
hCT16112.2	KIAA1949	Bayes	Directed
hCT16112.2	FAM129B	Bayes	Directed
hCT16112.2	PPP1R14BP1	Bayes	Directed
hCT16112.2	AK024566	Bayes	Directed
Contig15026_RC	APOBEC3H	Bayes	Directed
Contig15026_RC	DMD	Bayes	Directed
Contig15026_RC	U02019	Bayes	Directed
BC034319	HSS00143488	Bayes	Directed
653391	AK096314	Bayes	Directed
STAG2	Contig15190_RC	Bayes	Directed
STAG2	Contig26627_RC	Bayes	Directed
STAG2	PRPF40A	Bayes	Directed
STAG2	PHIP	Bayes	Directed
STAG2	PKN2	Bayes	Directed
STAG2	FPGT	Bayes	Directed
STAG2	SMAD5	Bayes	Directed
STAG2	BARD1	Bayes	Directed
PSAT1	GPX3	Bayes	Directed
PSAT1	FGFR2	Bayes	Directed
PSAT1	CYP2J2	Bayes	Directed
PSAT1	HSG00508093	Bayes	Directed
GNMT	SIM2	Bayes	Directed
DIRAS1	CABP1	Bayes	Directed
DIRAS1	RGS12	Bayes	Directed
DIRAS1	CPLX1	Bayes	Directed
NHSL1	GLI3	Bayes	Directed
NHSL1	HSS00130473	Bayes	Directed
NHSL1	BMP7	Bayes	Directed
RARRES3	C4B	Bayes	Directed
RARRES3	CLDN23	Bayes	Directed
RARRES3	PSMB9	Bayes	Directed
RARRES3	PI16	Bayes	Directed
9890	PGAP1	Bayes	Directed
9890	CDH9	Bayes	Directed
9890	KIAA1622	Bayes	Directed
9890	ST6GAL2	Bayes	Directed
9890	CNR1	Bayes	Directed
9890	CHML	Bayes	Directed
9890	GABRA5	Bayes	Directed
9890	AL117636	Bayes	Directed
9890	NETO2	Bayes	Directed
9890	KIAA2022	Bayes	Directed
9890	GLRA3	Bayes	Directed
MTNR1B	HSS00079414	Bayes	Directed
MTNR1B	HSG00461106	Bayes	Directed
AK095738	401431	Bayes	Directed
AF131777	AF088003	Bayes	Directed
DNAJA1	ARMET	Bayes	Directed
DNAJA1	ZNF557	Bayes	Directed
DNAJA1	FKBP4	Bayes	Directed
SMURF1	AL080232	Bayes	Directed
SMURF1	HSS00138774	Bayes	Directed
COPS4	hCT19801.2	Bayes	Directed
COPS4	GGH	Bayes	Directed
COPS4	KLHDC5	Bayes	Directed
COPS4	YEATS4	Bayes	Directed
COPS4	AKAP14	Bayes	Directed
COPS4	HACL1	Bayes	Directed
ITGA2	NAPRT1	Bayes	Directed
ITGA2	RSE_00000397169	Bayes	Directed
hCT1849164.2	ABCB4	Bayes	Directed
hCT1849164.2	CASC2	Bayes	Directed
PPP1R14B	ISG20L1	Bayes	Directed
PPP1R14B	PPP1R14BP1	Bayes	Directed
hCT1968913.1	RGMA	Bayes	Directed
ENPEP	FRMD3	Bayes	Directed
BNC2	FAM23B	Bayes	Directed
CD74	HLA-DRB4	Bayes	Directed
CD74	ARHGDIB	Bayes	Directed
CD74	HLA-DRA	Bayes	Directed
CD74	SLC15A3	Bayes	Directed
CD74	HLA-DOA	Bayes	Directed
DLG4	GH2	Bayes	Directed
FRG1B	HSG00448264	Bayes	Directed
OR1L4	ENST00000303310	Bayes	Directed
OR1L4	CCDC134	Bayes	Directed
OR1L4	C4orf42	Bayes	Directed
ENST00000266926	RSE_00000551358	Bayes	Directed
ENST00000266926	HN1	Bayes	Directed
ENST00000266926	AA083497	Bayes	Directed
ENST00000266926	DIRAS3	Bayes	Directed
ENST00000266926	ENST00000282037	Bayes	Directed
ENST00000266926	ENST00000238062	Bayes	Directed
MERTK	HP	Bayes	Directed
KCNH1	AK055794	Bayes	Directed
KCNH1	NEFH	Bayes	Directed
ID3	ID1	Bayes	Directed
ID3	AF147321	Bayes	Directed
hCT1813951	MYCL1	Bayes	Directed
hCT1813951	TAGAP	Bayes	Directed
hCT1813951	CCDC38	Bayes	Directed
hCT1813951	OR4M1	Bayes	Directed
hCT1813951	HSS00261744	Bayes	Directed
hCT1813951	hCG_2045437	Bayes	Directed
hCT1813951	BX647659	Bayes	Directed
ERBB3	HSS00001975	Bayes	Directed
ERBB3	AFMID	Bayes	Directed
ERBB3	RP11-139H14.4	Bayes	Directed
ERBB3	NASP	Bayes	Directed
XM_068350	152138	Bayes	Directed
XM_068350	Contig33989_RC	Bayes	Directed
BLNK	IGSF6	Bayes	Directed
BLNK	SUSD3	Bayes	Directed
GPX3	403323	Bayes	Directed
SCG5	BLVRA	Bayes	Directed
SCG5	EPDR1	Bayes	Directed
SNX16	AK024528	Bayes	Directed
SNX16	HSS00085435	Bayes	Directed
SNX16	HSS00181322	Bayes	Directed
ITGA5	CLEC1A	Bayes	Directed
ITGA5	B4GALT1	Bayes	Directed
ITGA5	FAM46B	Bayes	Directed
ITGA5	EMILIN2	Bayes	Directed
ITGA5	IRAK3	Bayes	Directed
SLFNL1	BC029255	Bayes	Directed
SLFNL1	Contig8230_RC	Bayes	Directed
SLC22A15	RP11-35N6.1	Bayes	Directed
SLC22A15	Contig46047_RC	Bayes	Directed
SLC22A15	SYNJ2	Bayes	Directed
PRR18	ADARB2	Bayes	Directed
PRR18	RHOU	Bayes	Directed
PRR18	IHPK3	Bayes	Directed
AK024198	SLC7A3	Bayes	Directed
AK024198	HSS00085227	Bayes	Directed
RCC1	BANP	Bayes	Directed
RCC1	DNAJB6	Bayes	Directed
HRSP12	ACBD7	Bayes	Directed
TSGA13	HSS00085903	Bayes	Directed
TSGA13	FOXD4L1	Bayes	Directed
TSGA13	KRTAP9-3	Bayes	Directed
ST3GAL5	ACP1	Bayes	Directed
ST3GAL5	HSS00128722	Bayes	Directed
CXCL10	CXCL11	Bayes	Directed
HSS00123916	L38936	Bayes	Directed
HSS00123916	BC041649	Bayes	Directed
HSS00123916	UCP3	Bayes	Directed
CEP290	AK021887	Bayes	Directed
Contig37024_RC	SLC6A11	Bayes	Directed
CNTN1	LMO3	Bayes	Directed
CNTN1	ENST00000294982	Bayes	Directed
hCT1776373.2	AIM1L	Bayes	Directed
hCT1776373.2	LEFTY1	Bayes	Directed
XM_069912	AK091917	Bayes	Directed
XM_069912	AK025386	Bayes	Directed
NAP1L5	FBXO16	Bayes	Directed
NAP1L5	284485	Bayes	Directed
NAP1L5	401097	Bayes	Directed
NAP1L5	TAC1	Bayes	Directed
NAP1L5	HSS00335235	Bayes	Directed
NAP1L5	RAB3B	Bayes	Directed
284214	THRB	Bayes	Directed
284214	AF090096	Bayes	Directed
hCT1957934	HMMR	Bayes	Directed
hCT1957934	SLC35F5	Bayes	Directed
hCT1957934	RRP15	Bayes	Directed
SLC16A9	FOXO1	Bayes	Directed
PHF21B	ITGB5	Bayes	Directed
PHF21B	CDC42EP4	Bayes	Directed
Contig33762_RC	RP11-144G6.7	Bayes	Directed
GNG11	EMCN	Bayes	Directed
AK1	C8orf59	Bayes	Directed
AK1	SIX3	Bayes	Directed
TASP1	LRRC28	Bayes	Directed
TASP1	AF218021	Bayes	Directed
TASP1	348840	Bayes	Directed
TASP1	CDKN3	Bayes	Directed
TASP1	hCT2314299	Bayes	Directed
TASP1	440482	Bayes	Directed
PMP22	CBR1	Bayes	Directed
158402	SUSD1	Bayes	Directed
158402	HSS00104477	Bayes	Directed
NEO1	CDH20	Bayes	Directed
MCC	AHCYL2	Bayes	Directed
SMARCA1	DRD4	Bayes	Directed
LANCL3	ROS1	Bayes	Directed
ST6GAL2	Contig17327_RC	Bayes	Directed
FAM129A	SVIL	Bayes	Directed
FAM129A	LMCD1	Bayes	Directed
FAM129A	Contig21679_RC	Bayes	Directed
FAM129A	PRSS23	Bayes	Directed
FAM129A	RBPMS	Bayes	Directed
PLAUR	FPR1	Bayes	Directed
PLAUR	STX11	Bayes	Directed
PLAUR	CDKN1A	Bayes	Directed
PLAUR	MYC	Bayes	Directed
ALDH1A3	Z36841	Bayes	Directed
389765	HMGB3	Bayes	Directed
389765	AK095149	Bayes	Directed
389765	79854	Bayes	Directed
PCDH17	29774	Bayes	Directed
DPP8	FEM1B	Bayes	Directed
METTL7A	SDC4	Bayes	Directed
METTL7A	AGXT2L1	Bayes	Directed
METTL7A	C4orf12	Bayes	Directed
METTL7A	NOTCH2	Bayes	Directed
METTL7A	MERTK	Bayes	Directed
METTL7A	LRP4	Bayes	Directed
METTL7A	SPON1	Bayes	Directed
METTL7A	NM_014074	Bayes	Directed
METTL7A	TP53BP2	Bayes	Directed
AF143322	AK021687	Bayes	Directed
AF143322	Contig15216_RC	Bayes	Directed
CAV1	CAV2	Bayes	Directed
CAV1	AF074993	Bayes	Directed
RP4-747L4.3	ELOVL7	Bayes	Directed
RP4-747L4.3	ERBB2IP	Bayes	Directed
RP4-747L4.3	BCCIP	Bayes	Directed
RP4-747L4.3	AASS	Bayes	Directed
RP4-747L4.3	NPC2	Bayes	Directed
AK074580	HSG00421297	Bayes	Directed
AK074580	hCT1649757.2	Bayes	Directed
NKAIN2	KCNMB4	Bayes	Directed
KIAA1598	KIF6	Bayes	Directed
IER5	ARG2	Bayes	Directed
IER5	IER5L	Bayes	Directed
AF131784	CPNE4	Bayes	Directed
AF131784	KIAA1239	Bayes	Directed
AF131784	9890	Bayes	Directed
AF131784	GRM1	Bayes	Directed
AF131784	PCDH20	Bayes	Directed
AF131784	TRIM36	Bayes	Directed
AF131784	RAB27B	Bayes	Directed
PECAM1	ERG	Bayes	Directed
PECAM1	F11R	Bayes	Directed
PECAM1	VWF	Bayes	Directed
PECAM1	FER1L3	Bayes	Directed
PECAM1	ICAM2	Bayes	Directed
PECAM1	COL4A1	Bayes	Directed
CD86	HLA-DMB	Bayes	Directed
CD86	B3GNT5	Bayes	Directed
CD86	CYBB	Bayes	Directed
CD86	IL18	Bayes	Directed
CD86	DOCK2	Bayes	Directed
CD86	C3AR1	Bayes	Directed
CD86	COL8A2	Bayes	Directed
H2BFS	HIST1H2BM	Bayes	Directed
H2BFS	HIST1H2BE	Bayes	Directed
H2BFS	HIST1H2BN	Bayes	Directed
H2BFS	hCT1641706	Bayes	Directed
AKR1B10	AL110201	Bayes	Directed
HSPH1	HSPA4L	Bayes	Directed
HSPH1	AK090904	Bayes	Directed
HSPH1	AK022848	Bayes	Directed
HSPH1	HSP90AA2	Bayes	Directed
HSPH1	SLC5A3	Bayes	Directed
HSPH1	DHRS12	Bayes	Directed
LSM8	CCDC5	Bayes	Directed
LSM8	RPL22L1	Bayes	Directed
RPLP0P2	RPLP0	Bayes	Directed
CNR1	Contig38493_RC	Bayes	Directed
CNR1	CCDC15	Bayes	Directed
AK021493	Contig15690_RC	Bayes	Directed
THSD4	AFAP1L1	Bayes	Directed
THSD4	AL360204	Bayes	Directed
FOXD4L1	PHOX2A	Bayes	Directed
HSS00046440	CDC45L	Bayes	Directed
HSS00046440	RP11-452F19.2	Bayes	Directed
HSS00046440	CDA	Bayes	Directed
HSS00046440	HSS00346643	Bayes	Directed
HSS00046440	ACPP	Bayes	Directed
D16584	U21039	Bayes	Directed
EDIL3	ALCAM	Bayes	Directed
EDIL3	Contig48542_RC	Bayes	Directed
P4HA1	VEGFA	Bayes	Directed
P4HA1	NDRG4	Bayes	Directed
TESK2	ST18	Bayes	Directed
DSG2	MCOLN3	Bayes	Directed
DSG2	MARVELD3	Bayes	Directed
DSG2	GPC6	Bayes	Directed
DSG2	HSG00279125	Bayes	Directed
DSG2	MME	Bayes	Directed
HSS00001370	AF055011	Bayes	Directed
FHL5	HSPB7	Bayes	Directed
FHL5	CCL26	Bayes	Directed
hCT1640487.2	TMPO	Bayes	Directed
hCT1640487.2	284288	Bayes	Directed
hCT1640487.2	HSPA4	Bayes	Directed
389834	644450	Bayes	Directed
PLLP	ZDHHC9	Bayes	Directed
PLLP	Contig36931_RC	Bayes	Directed
PLLP	C20orf10	Bayes	Directed
ADAMTS5	PHACTR2	Bayes	Directed
Contig41954_RC	RNF126P1	Bayes	Directed
Contig39100_RC	SLC45A2	Bayes	Directed
CYBB	CD33	Bayes	Directed
CYBB	C5orf29	Bayes	Directed
CYBB	CTSS	Bayes	Directed
CYBB	PILRA	Bayes	Directed
CYBB	RCSD1	Bayes	Directed
CYBB	P2RY5	Bayes	Directed
SLC38A5	MFSD2	Bayes	Directed
CFB	TCN2	Bayes	Directed
CFB	CLEC2B	Bayes	Directed
CFB	TNXB	Bayes	Directed
KAL1	E2F5	Bayes	Directed
KAL1	hCT1951519.1	Bayes	Directed
284570	389084	Bayes	Directed
284570	ACSS1	Bayes	Directed
AIFM3	AAAS	Bayes	Directed
AIFM3	CRLF1	Bayes	Directed
GABBR2	SULT4A1	Bayes	Directed
RASAL2	ACCN4	Bayes	Directed
RASAL2	SLFN14	Bayes	Directed
RASAL2	XM_069912	Bayes	Directed
RASAL2	C17orf46	Bayes	Directed
RASAL2	KIF5A	Bayes	Directed
RASAL2	RGSL1	Bayes	Directed
RASAL2	TOP3B	Bayes	Directed
HSS00292309	PRDM13	Bayes	Directed
HSS00292309	hCT1643465.1	Bayes	Directed
CYorf15B	UTY	Bayes	Directed
CYorf15B	PRKY	Bayes	Directed
CYorf15B	BC022384	Bayes	Directed
AL109781	TBC1D30	Bayes	Directed
AL109781	AK026384	Bayes	Directed
AL109781	C1orf173	Bayes	Directed
AL109781	ATP6V1B2	Bayes	Directed
AL109781	ZFPM2	Bayes	Directed
AL109781	REPS2	Bayes	Directed
AL109781	SERPINF1	Bayes	Directed
AL109781	CD47	Bayes	Directed
AL109781	ARHGAP20	Bayes	Directed
AL109781	NELL1	Bayes	Directed
BTBD16	728769	Bayes	Directed
LIMK2	SHMT1	Bayes	Directed
LIMK2	CHI3L1	Bayes	Directed
LIMK2	CD44	Bayes	Directed
ENST00000285338	TNFRSF1B	Bayes	Directed
ENST00000285338	TNFAIP8	Bayes	Directed
ENST00000285338	EIF4EBP1	Bayes	Directed
ENST00000285338	PLAUR	Bayes	Directed
ENST00000285338	NM_021039	Bayes	Directed
ENST00000285338	CASP4	Bayes	Directed
ENST00000285338	TRIP10	Bayes	Directed
ENST00000285338	STAB1	Bayes	Directed
ENST00000285338	RAC2	Bayes	Directed
SLC22A3	SMTNL2	Bayes	Directed
HSS00136419	IL1F6	Bayes	Directed
HSS00136419	HSG00508115	Bayes	Directed
HSS00136419	BC037865	Bayes	Directed
ITGB1	hCT2284819	Bayes	Directed
LILRB5	F13A1	Bayes	Directed
LILRB5	HSS00008962	Bayes	Directed
LILRB5	HTRA3	Bayes	Directed
PCDHA9	PCDHA8	Bayes	Directed
645323	Contig46351_RC	Bayes	Directed
645323	ABCD2	Bayes	Directed
RNF13	MAN2A1	Bayes	Directed
RNF13	HSG00425004	Bayes	Directed
HSS00058128	ARL17P1	Bayes	Directed
ANG	RNASE4	Bayes	Directed
DKK3	26070	Bayes	Directed
NDRG1	SMOC1	Bayes	Directed
CCDC7	642538	Bayes	Directed
PXK	Contig41578_RC	Bayes	Directed
PXK	LRP2	Bayes	Directed
PXK	AF086028	Bayes	Directed
PXK	SPTLC2	Bayes	Directed
PXK	DOCK10	Bayes	Directed
PXK	SHC4	Bayes	Directed
PXK	C13orf31	Bayes	Directed
PXK	TMEM16D	Bayes	Directed
PXK	CDC2L6	Bayes	Directed
PXK	121838	Bayes	Directed
PPAP2B	APCDD1	Bayes	Directed
255411	Contig23742_RC	Bayes	Directed
HSS00226518	SOX11	Bayes	Directed
283278	Contig29802_RC	Bayes	Directed
AL833022	Contig39226_RC	Bayes	Directed
27065	SNURF	Bayes	Directed
27065	BC032017	Bayes	Directed
AK096685	PPP2R3A	Bayes	Directed
AK096685	C14orf24	Bayes	Directed
AK096685	KCNQ1DN	Bayes	Directed
Contig47262_RC	Contig43664_RC	Bayes	Directed
728613	Contig29802_RC	Bayes	Directed
VPS13D	440584	Bayes	Directed
SFT2D1	LACTB2	Bayes	Directed
ENST00000295827	hCT1968913.1	Bayes	Directed
ENST00000295827	hCT1644496.2	Bayes	Directed
CAMTA1	SLC9A3R1	Bayes	Directed
CAMTA1	IMPA2	Bayes	Directed
CAMTA1	BC034319	Bayes	Directed
CAMTA1	ACSBG1	Bayes	Directed
CAMTA1	FKBP10	Bayes	Directed
CAMTA1	MAPKAPK3	Bayes	Directed
TMEFF2	AK7	Bayes	Directed
XM_062731	XKRY	Bayes	Directed
KLF9	TSC22D1	Bayes	Directed
KLF9	TSC22D3	Bayes	Directed
CABLES1	P2RY14	Bayes	Directed
CABLES1	Contig38914_RC	Bayes	Directed
CABLES1	TNFSF12-TNFSF13	Bayes	Directed
KCNJ3	PSMG4	Bayes	Directed
KCNJ3	C9orf4	Bayes	Directed
MYO6	PRTFDC1	Bayes	Directed
CLK1	Contig55487_RC	Bayes	Directed
CLK1	HSS00060369	Bayes	Directed
