Source Node    	Target Node    	Interaction Source	Interaction Type
RALA	PLD1	Pancreatic cancer	Not Directed
HPK1(MAP4K1)	MEKK1(MAP3K1)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
JAK2	CrkL	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
PRKCA	HRAS	Glioma	Not Directed
IL23A	IL23R	Cytokine-cytokine receptor interaction	Not Directed
PPARG	ADIPOQ	PPAR signaling pathway	Not Directed
NLK	LEF1	Wnt signaling pathway	Not Directed
CBLC	FYN	T cell receptor signaling pathway	Not Directed
ILK	AKT3	Focal adhesion	Not Directed
PRKAA1	FRAP1	mTOR signaling pathway	Not Directed
CYP11B2	"reduced ferredoxin + O(,2) + 3beta,17alpha-3,17,21-trihydroxy-pregn-5-en-20-one = H(,2)O + oxidized ferredoxin + 3beta,11beta,17alpha-3,11,17,21-tetrahydroxy-pregn-5-en-20-one"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
MAPK14	ELK1	MAPK signaling pathway	Not Directed
EGFR	GRB2	Prostate cancer	Not Directed
HP1 beta	HP1	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
RPS6KB1	RPS6	Insulin signaling pathway	Not Directed
TNFSF11	TNFRSF11B	Cytokine-cytokine receptor interaction	Not Directed
MET	CTNNB1	Adherens junction	Not Directed
SLAP-130(ADAP)	Fyn	Leucine and lysine metabolism	Not Directed
GH1	GHR	Cytokine-cytokine receptor interaction	Not Directed
MAP4K3	MAP3K1	MAPK signaling pathway	Not Directed
IL4	IL4R	Cytokine-cytokine receptor interaction	Not Directed
IL28B	IL28RA	Cytokine-cytokine receptor interaction	Not Directed
ITGA6	PTK2	Small cell lung cancer	Not Directed
PPARA	HMGCS2	PPAR signaling pathway	Not Directed
SYK	LCP2	Natural killer cell mediated cytotoxicity	Not Directed
ERBB3	GRB2	ErbB signaling pathway	Not Directed
A2M	LRP1	Alzheimer's disease	Not Directed
PTPN7	MAPK8	MAPK signaling pathway	Not Directed
NRXN3	NLGN1	Cell adhesion molecules (CAMs)	Not Directed
PTK2	PIK3R5	Focal adhesion	Not Directed
HRAS	RAF1	Gap junction	Not Directed
APH1A	PSENEN	Notch signaling pathway	Not Directed
C9	C5	ATP metabolism	Not Directed
CHUK	NFKBIA	Adipocytokine signaling pathway	Not Directed
MYC	CCND1	Small cell lung cancer	Not Directed
MAP4K4	MAP3K1	MAPK signaling pathway	Not Directed
PPP1CA	GYS1	Insulin signaling pathway	Not Directed
HGF	MET	Cytokine-cytokine receptor interaction	Not Directed
Neurofascin	Na(v) beta 1	N-Glycan biosynthesis	Not Directed
MAP2K1	MAPK1	ErbB signaling pathway	Not Directed
VAV3	RAC1	Leukocyte transendothelial migration	Not Directed
FADD	TRADD	Apoptosis	Not Directed
FADD	CASP10	Apoptosis	Not Directed
ACVR1C	SMAD3	Chronic myeloid leukemia	Not Directed
RASA1	HD	Huntington's disease	Not Directed
UBE2E3	WWP1	Ubiquitin mediated proteolysis	Not Directed
Btk	PLC-gamma	Pleckstrin homology proteins interactions. Part II	Not Directed
ABL1	CBLC	Chronic myeloid leukemia	Not Directed
SKP2	CCNE1	Cell cycle	Not Directed
Ca('2) cytosol	Synaptotagmin	Gamma-aminobutyrate (GABA) metabolism	Not Directed
11261	PPP1R1A	Long-term potentiation	Not Directed
FN1	ITGA3	ECM-receptor interaction	Not Directed
JAK2	PI3K reg class IA	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
CCL28	CCR3	Cytokine-cytokine receptor interaction	Not Directed
FYN	CD244	Natural killer cell mediated cytotoxicity	Not Directed
RHOA	DAAM1	Wnt signaling pathway	Not Directed
CD55	C3	Complement and coagulation cascades	Not Directed
TSC2	RHEB	mTOR signaling pathway	Not Directed
TAS1R1	GNAT3	Taste transduction	Not Directed
PPARD	PDPK1	PPAR signaling pathway	Not Directed
CYFIP1	WASF1	Regulation of actin cytoskeleton	Not Directed
XCL2	XCR1	Cytokine-cytokine receptor interaction	Not Directed
CDKN2A	CDK4	Cell cycle	Not Directed
CHUK	NFKBIA	Chronic myeloid leukemia	Not Directed
PPARG	CD36	PPAR signaling pathway	Not Directed
EGFR	SRC	Gap junction	Not Directed
Calmodulin	RalA	Tryptophan metabolism	Not Directed
SYK	PLCG1	Fc epsilon RI signaling pathway	Not Directed
CX3CL1	CX3CR1	Cytokine-cytokine receptor interaction	Not Directed
AXIN1	DVL1	Wnt signaling pathway	Not Directed
ABL1	CRK	Chronic myeloid leukemia	Not Directed
TP53	GADD45G	Cell cycle	Not Directed
TNFSF10	TNFRSF10D	Natural killer cell mediated cytotoxicity	Not Directed
IFNG	IFNGR1	Cytokine-cytokine receptor interaction	Not Directed
RAPGEF1	CBLC	Insulin signaling pathway	Not Directed
ORC1L	MCM4	Cell cycle	Not Directed
CDC42	PARD6A	Tight junction	Not Directed
"PtdIns(3,4,5)P3"	VAV-3	Pleckstrin homology proteins interactions. Part II	Not Directed
SSH1	CFL1	Regulation of actin cytoskeleton	Not Directed
E-cadherin	Beta-catenin	Pleckstrin homology proteins interactions. Part I	Not Directed
CCND1	RB1	Chronic myeloid leukemia	Not Directed
MAP2K1	MAPK1	Thyroid cancer	Not Directed
F2	F2R	Complement and coagulation cascades	Not Directed
HLA-E	KLRD1	Natural killer cell mediated cytotoxicity	Not Directed
TYROBP	KLRD1	Natural killer cell mediated cytotoxicity	Not Directed
CHUK	NFKBIA	T cell receptor signaling pathway	Not Directed
NFYA	CREB1	Antigen processing and presentation	Not Directed
MYD88	TOLLIP	Toll-like receptor signaling pathway	Not Directed
RBP-J kappa (CBF1)	DNA	"Alanine, serine, cysteine, threonine and glycine metabolism"	Not Directed
RXRA	PLTP	PPAR signaling pathway	Not Directed
Matrilysin (MMP-7)	Beta-casein	Ketone bodies metabolism	Not Directed
ADIPOQ	ADIPOR1	Adipocytokine signaling pathway	Not Directed
TNFSF12	TNFRSF12A	Cytokine-cytokine receptor interaction	Not Directed
"Casein kinase II, alpha chains"	c-Jun	Cholesterol metabolism III. Biosynthesis of bile acid	Not Directed
CSNK1A1L	AXIN1	Wnt signaling pathway	Not Directed
MALT1	CHUK	T cell receptor signaling pathway	Not Directed
Choriogonadotropin	ESR1 (nuclear)	"Alanine, serine, cysteine, threonine and glycine metabolism"	Not Directed
HLA-B	KIR3DL2	Natural killer cell mediated cytotoxicity	Not Directed
CTSB	CD74	Antigen processing and presentation	Not Directed
E2F1	RB1	Chronic myeloid leukemia	Not Directed
AGRN	DAG1	ECM-receptor interaction	Not Directed
RAC1	WASF2	Adherens junction	Not Directed
NCAM1	NCAM1	Cell adhesion molecules (CAMs)	Not Directed
C3	CR1	Complement and coagulation cascades	Not Directed
ARNTL	PER1	Circadian rhythm	Not Directed
AKT3	MDM2	Prostate cancer	Not Directed
PRKDC	TP53	Cell cycle	Not Directed
SMAD4	SMAD3	Chronic myeloid leukemia	Not Directed
STAT3	CPT1C	Adipocytokine signaling pathway	Not Directed
IRF9	STAT2	Phospholipid metabolism I	Not Directed
AKT3	FRAP1	Acute myeloid leukemia	Not Directed
MR-GEF	RAP-2B	CTP/UTP metabolism	Not Directed
TFPI	F10	Complement and coagulation cascades	Not Directed
p120GAP	H-Ras	Arginine metabolism	Not Directed
UBE1	UBE2R2	Ubiquitin mediated proteolysis	Not Directed
FADD	CASP8	Apoptosis	Not Directed
CYSLTR1	GNA11	Calcium signaling pathway	Not Directed
IL22RA2	JAK1	Jak-STAT signaling pathway	Not Directed
IL10	IL10RB	Cytokine-cytokine receptor interaction	Not Directed
PRKACA	GJA1	Gap junction	Not Directed
ITGAV	ITGB8	ECM-receptor interaction	Not Directed
Brca1	Rad51	Fructose metabolism	Not Directed
Slp76	NCK1	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
CTNNB1	LEF1	Colorectal cancer	Not Directed
CRK	HPK1(MAP4K1)	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
MLLT4	PVRL3	Adherens junction	Not Directed
MLLT4	440915	Adherens junction	Not Directed
TGFBR2	SMAD3	Chronic myeloid leukemia	Not Directed
SYK	LAT	Natural killer cell mediated cytotoxicity	Not Directed
CTNNA1	TJP2	Tight junction	Not Directed
CTNNB1	LEF1	Prostate cancer	Not Directed
RGL	RalA	Tryptophan metabolism	Not Directed
ICAM1	ITGAL	Cell adhesion molecules (CAMs)	Not Directed
LGMN	CD74	Antigen processing and presentation	Not Directed
AP-1	Dynorphin	Phosphatidylinositol metabolism	Not Directed
CDK2	CDKN1B	Cell cycle	Not Directed
IL9	IL9R	Cytokine-cytokine receptor interaction	Not Directed
GSK3B	MAPT	Alzheimer's disease	Not Directed
CDC42	PAK4	Renal cell carcinoma	Not Directed
SUFUH	GLI-1	Thiamine metabolism	Not Directed
PDPK1	AKT3	mTOR signaling pathway	Not Directed
FAK1	p130CAS	Focal adhesion complex formation: WASF-proteins and activation of RAP GTP-ase	Not Directed
SEMA3A	NRP1	Axon guidance	Not Directed
ADAM17	NOTCH1	Notch signaling pathway	Not Directed
FLNA	ITGA11	Focal adhesion	Not Directed
KCNJ5	NCOR2	Notch signaling pathway	Not Directed
GRB2	SOS1	GnRH signaling pathway	Not Directed
WASP	Arp2/3	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
SPHK2	HRAS	VEGF signaling pathway	Not Directed
IRF3	CXCL10	Toll-like receptor signaling pathway	Not Directed
CDK9	Tat-SF1	Isoleucine and valine metabolism	Not Directed
CREBBP	CREB3	Melanogenesis	Not Directed
Ubiquitin	Eps15	Pregnenolone and progesterone biosynthesis and metabolism p.2	Not Directed
GNG12	PAK4	Regulation of actin cytoskeleton	Not Directed
ORC3L	ORC4L	Cell cycle	Not Directed
EGFR	SHC2	Focal adhesion	Not Directed
FLT3	STAT3	Acute myeloid leukemia	Not Directed
IRAK1	TRAF6	Toll-like receptor signaling pathway	Not Directed
POMC	MC1R	Melanogenesis	Not Directed
440915	TJP2	Tight junction	Not Directed
TNFRSF1A	TRADD	Adipocytokine signaling pathway	Not Directed
LAT	GRAP2	T cell receptor signaling pathway	Not Directed
CCL3	CCR5	Cytokine-cytokine receptor interaction	Not Directed
TJP1	CGN	Tight junction	Not Directed
TOLLIP	IRAK1	Toll-like receptor signaling pathway	Not Directed
CSF2RB	PIK3R5	Apoptosis	Not Directed
SMAD4	SMAD2	Pancreatic cancer	Not Directed
CDC42	PAK4	Focal adhesion	Not Directed
IL5	CSF2RB	Cytokine-cytokine receptor interaction	Not Directed
Endonuclease G	DNA	Leucine and lysine metabolism	Not Directed
RAPGEF3	RAP1A	Long-term potentiation	Not Directed
IL22	IL10RB	Cytokine-cytokine receptor interaction	Not Directed
TGFBR2	ACVR1C	TGF-beta signaling pathway	Not Directed
AKT3	TSC2	Insulin signaling pathway	Not Directed
EREG	ERBB4	ErbB signaling pathway	Not Directed
BUB3	MAD1L1	Cell cycle	Not Directed
IL13	IL4R	Cytokine-cytokine receptor interaction	Not Directed
BETA-PIX	Rac1	Pleckstrin homology proteins interactions. Part I	Not Directed
ATN1	WWP1	Dentatorubropallidoluysian atrophy (DRPLA)	Not Directed
PKC-alpha	"Diacylglycerol kinase, zeta"	TTP metabolism	Not Directed
MAP3K7	NLK	Adherens junction	Not Directed
CRHR1	GNA13	Long-term depression	Not Directed
EDG2	GNAI1	Gap junction	Not Directed
MCM6	MCM5	Cell cycle	Not Directed
DAG1	DAG1	ECM-receptor interaction	Not Directed
LEF1	MYC	Wnt signaling pathway	Not Directed
WAS	ARPC5	Regulation of actin cytoskeleton	Not Directed
SUMO-1	SP100	Tyrosine metabolism	Not Directed
MAP3K6	MAP2K3	MAPK signaling pathway	Not Directed
SULT2A1	"3beta-cholest-5-en-3-ol + adenosine 3'-phosphate 5'-phosphosulfate = adenosine 3',5'-bisphosphate + 3beta-cholest-5-en-3-ol 3-sulfate"	Pregnenolone and progesterone biosynthesis and metabolism p.1	Not Directed
PTPRC	CD22	Cell adhesion molecules (CAMs)	Not Directed
PDX1	NR5A2	Maturity onset diabetes of the young	Not Directed
CCNE1	CDKN1B	Cell cycle	Not Directed
SMURF1	TGFBR2	TGF-beta signaling pathway	Not Directed
CYBB	NCF1	Leukocyte transendothelial migration	Not Directed
PRKCA	GRIN1	Long-term potentiation	Not Directed
IFNAR1	TNFSF10	Natural killer cell mediated cytotoxicity	Not Directed
MAPK14	CDC25B	MAPK signaling pathway	Not Directed
VAMP4	SNAP25	SNARE interactions in vesicular transport	Not Directed
PRKAG2	G6PC	Adipocytokine signaling pathway	Not Directed
GH2	GHR	Cytokine-cytokine receptor interaction	Not Directed
TFII-I	AMH	N-Glycan biosynthesis	Not Directed
DKK1	LRP6	Wnt signaling pathway	Not Directed
PPP1R12A	MYL1	Regulation of actin cytoskeleton	Not Directed
DEDD	Caspase-10	Polyamines metabolism	Not Directed
PPARG	CYP27A1	PPAR signaling pathway	Not Directed
IL6ST	CNTFR	Cytokine-cytokine receptor interaction	Not Directed
GLI1	PTCH1	Basal cell carcinoma	Not Directed
GCK	PKLR	Type II diabetes mellitus	Not Directed
IRS-4	CrkL	Glycolysis and gluconeogenesis	Not Directed
p53	Apaf-1	"Histidine, proline, glutamate and glutamine metabolism"	Not Directed
CDC2	RB1	Cell cycle	Not Directed
INSR	SHC2	Insulin signaling pathway	Not Directed
TC21	RGL	NAD metabolism	Not Directed
ARAF	MAP2K1	Chronic myeloid leukemia	Not Directed
SRC	MAP3K2	Gap junction	Not Directed
ORC5L	MCM7	Cell cycle	Not Directed
NFKB1	NFKBIA	Toll-like receptor signaling pathway	Not Directed
MAPK1	ELK1	ErbB signaling pathway	Not Directed
PIK3R5	PDK1	Fc epsilon RI signaling pathway	Not Directed
HSP90B1	AR	Prostate cancer	Not Directed
DAG	CalDAG-GEFII	Pleckstrin homology proteins interactions. Part III	Not Directed
IRF9	STAT1	Jak-STAT signaling pathway	Not Directed
STX6	STX16	SNARE interactions in vesicular transport	Not Directed
ARNT	EPAS1	Renal cell carcinoma	Not Directed
RXRA	SCP2	PPAR signaling pathway	Not Directed
ERBB4	GRB2	ErbB signaling pathway	Not Directed
APC2	CTNNB1	Wnt signaling pathway	Not Directed
RAPGEF1	RAP1A	Renal cell carcinoma	Not Directed
ARHGEF4	Beta-catenin	Phospholipid metabolism I	Not Directed
MAP2K7	MAPK8	Fc epsilon RI signaling pathway	Not Directed
Erk (MAPK1/3)	c-Jun	Erk Interactions: Activation and selected Erk targets	Not Directed
CREB3	MITF	Melanogenesis	Not Directed
PIK3R5	ITK	Leukocyte transendothelial migration	Not Directed
Nicastrin	BACE1	Peptidoglycan biosynthesis	Not Directed
p38 MAPK	MKP-4	Fatty acid synthesis I	Not Directed
HRAS	PIK3CA	Acute myeloid leukemia	Not Directed
SMAR1	p53	"Histidine, proline, glutamate and glutamine metabolism"	Not Directed
440915	TMSB4X	Regulation of actin cytoskeleton	Not Directed
NFKBIA	NFKB1	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
LIF	LIFR	Cytokine-cytokine receptor interaction	Not Directed
PTPRF	INSR	Insulin signaling pathway	Not Directed
STAT3	SOCS3	Adipocytokine signaling pathway	Not Directed
AKT3	IKBKG	B cell receptor signaling pathway	Not Directed
CDC42	WASP	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
TSC2	TSC1	Insulin signaling pathway	Not Directed
p300	STAT3	UMP biosynthesis	Not Directed
Cytohesin4	ARF5	Pleckstrin homology proteins interactions. Part II	Not Directed
BET1	GOSR2	SNARE interactions in vesicular transport	Not Directed
ITGB1	ITGA3	ECM-receptor interaction	Not Directed
MAPK8	MAPK8IP3	MAPK signaling pathway	Not Directed
COL1A1	ITGA2	ECM-receptor interaction	Not Directed
MAGI-1(BAIAP1)	PDZ-GEF1	CTP/UTP metabolism	Not Directed
RALBP1	RAC1	Pancreatic cancer	Not Directed
MPZ	MPZ	Cell adhesion molecules (CAMs)	Not Directed
Matrilysin (MMP-7)	Beta-casein	Leucine and lysine metabolism	Not Directed
COL1A1	ITGA10	ECM-receptor interaction	Not Directed
IL1B	IL1RAP	Cytokine-cytokine receptor interaction	Not Directed
CDK7	CDK1 (p34)	"Alanine, serine, cysteine, threonine and glycine metabolism"	Not Directed
SOCS3	IRS1	Adipocytokine signaling pathway	Not Directed
PDX1	NKX6-1	Maturity onset diabetes of the young	Not Directed
MAPK8	IRS1	Insulin signaling pathway	Not Directed
Anandamide	Capsaicin receptor	Fatty acid oxidation I	Not Directed
FYN	CD3E	T cell receptor signaling pathway	Not Directed
CHD8	CTNNB1	Wnt signaling pathway	Not Directed
AREG	EGFR	ErbB signaling pathway	Not Directed
NRAS	ARAF	Melanoma	Not Directed
PLXNA1	RAC1	Axon guidance	Not Directed
IL1RAP	IL1R2	Cytokine-cytokine receptor interaction	Not Directed
CDH2	CDH2	Cell adhesion molecules (CAMs)	Not Directed
RASSF5	ITGAM	Leukocyte transendothelial migration	Not Directed
Vimentin	DCTN1(p150Glued)	N-Glycan biosynthesis	Not Directed
CALML6	CAMK2A	GnRH signaling pathway	Not Directed
CHUK	NFKBIA	Prostate cancer	Not Directed
ACTH	MC5R	Gs-a Specific GPCRs  (in brain)	Not Directed
PPARA	ACOX1	PPAR signaling pathway	Not Directed
VAV3	RAC1	Fc epsilon RI signaling pathway	Not Directed
INHBB	ACVR2B	Cytokine-cytokine receptor interaction	Not Directed
TGFB1	TGFBR2	TGF-beta signaling pathway	Not Directed
VTN	ITGB1	ECM-receptor interaction	Not Directed
GOSR2	STX5	SNARE interactions in vesicular transport	Not Directed
p53	Bax	Fatty acid oxidation II	Not Directed
RALGDS	RALA	Pancreatic cancer	Not Directed
PRKCA	ARAF	Non-small cell lung cancer	Not Directed
EGFR	JAK1	Pancreatic cancer	Not Directed
VAV3	RHOA	Leukocyte transendothelial migration	Not Directed
GAB1	CrkL	p38-MAPK cascade activation via IGF1R and EGFR	Not Directed
MAD2L2	CDC20	Cell cycle	Not Directed
440915	MLLT4	Tight junction	Not Directed
TRAF6	NIK(MAP3K14)	Phenylalanine metabolism	Not Directed
PHK gamma	Glycogen phosphorylase	Fatty acid oxidation II	Not Directed
LYN	BTK	B cell receptor signaling pathway	Not Directed
WASF2	440915	Adherens junction	Not Directed
HSC70	AUF1	Vitamin B6 metabolism	Not Directed
TRAF6	MAP3K7IP1	Toll-like receptor signaling pathway	Not Directed
JUP	MYC	Acute myeloid leukemia	Not Directed
IL4	IL2RG	Cytokine-cytokine receptor interaction	Not Directed
KIR2DL1	PTPN11	Natural killer cell mediated cytotoxicity	Not Directed
CALML6	HD	Huntington's disease	Not Directed
GRB2	SOS1	Prostate cancer	Not Directed
PRKCA	PTK2	Leukocyte transendothelial migration	Not Directed
LAT	GRAP2	Role of CD28 signaling in cytoskeleton reorganization	Not Directed
CBP	PCAF	Citric acid cycle (citrate cycle; Krebs cycle)	Not Directed
XIAP	Caspase-3	Polyamines metabolism	Not Directed
CD14	TLR4	Toll-like receptor signaling pathway	Not Directed
IFNW1	IFNAR2	Cytokine-cytokine receptor interaction	Not Directed
PRKACA	PSEN1	Wnt signaling pathway	Not Directed
Cytohesin3	ARF1	Pleckstrin homology proteins interactions. Part II	Not Directed
11261	NFAT5	Axon guidance	Not Directed
IL19	IL20RA	Cytokine-cytokine receptor interaction	Not Directed
CDKN1A	CCNE1	Cell cycle	Not Directed
HNF4A	PKLR	Maturity onset diabetes of the young	Not Directed
RFX5	CIITA	Antigen processing and presentation	Not Directed
PIAS1	SUMO-1	Tyrosine metabolism	Not Directed
PKA-cat (cAMP-dependent)	CREM (activators)	CTP/UTP metabolism	Not Directed
RGS19	G-protein alpha-i family	A2BR signaling via G-beta/gamma dimer.  Activation of PH-domain proteins. (map 2)	Not Directed
RAP1A	MAPK8	Focal adhesion	Not Directed
FLASH	FADD	Caspases activation via nuclear import	Not Directed
TNFRSF1B	TRAF2	Adipocytokine signaling pathway	Not Directed
ErbB2	Schwannomin (NF2)	Galactose metabolism	Not Directed
RASGRF1	RRAS2	MAPK signaling pathway	Not Directed
Erk (MAPK1/3)	MYLK1	Erk Interactions: Activation and selected Erk targets	Not Directed
"PtdIns(3,4,5)P3"	Dynamin	PH proteins and focal adhesion complex formation. Interaction with integrin receptors	Not Directed
STAT1	CXCL10	Toll-like receptor signaling pathway	Not Directed
CD244	LAT	Natural killer cell mediated cytotoxicity	Not Directed
TAK1(MAP3K7)	NIK(MAP3K14)	Fructose metabolism	Not Directed
PXN	440915	Focal adhesion	Not Directed
MAP3K14	IKBKB	Epithelial cell signaling in Helicobacter pylori infection	Not Directed
CHUK	NFKB1	MAPK signaling pathway	Not Directed
RHOA	PIP5K1C	Focal adhesion	Not Directed
IKBKB	NFKBIA	B cell receptor signaling pathway	Not Directed
E2F4	MYC	TGF-beta signaling pathway	Not Directed
TNFSF8	TNFRSF8	Cytokine-cytokine receptor interaction	Not Directed
TRF2	DNA	Riboflavin metabolism	Not Directed
CSF2RB	CSF2RA	Cytokine-cytokine receptor interaction	Not Directed
TOLLIP	FADD	Toll-like receptor signaling pathway	Not Directed
TLR2	TOLLIP	Toll-like receptor signaling pathway	Not Directed
RXRA	ADIPOQ	PPAR signaling pathway	Not Directed
LTA	LTBR	Cytokine-cytokine receptor interaction	Not Directed
BAD	BCL2L1	Chronic myeloid leukemia	Not Directed
ITGA11	BCAR1	Regulation of actin cytoskeleton	Not Directed
MAP3K7IP2	CCL4	Toll-like receptor signaling pathway	Not Directed
NEGR1	NEGR1	Cell adhesion molecules (CAMs)	Not Directed
EFNA1	EPHA2	Axon guidance	Not Directed
ARHGEF4	RAC1	Regulation of actin cytoskeleton	Not Directed
MDM2	TP53	Glioma	Not Directed
